模型编号（rhino中对应编号，表单中表头、值均不显示）,构件编号（表单中显示）,构件类别,构件类型,方位,所属部件,材质类别,材质类型,保存状态,病害类型,干预情况,备注
DCQ-05-67-03,DCQ-05-67-03,底层墙,05,67,,石,,,,,
DCQ-05-67-04,DCQ-05-67-04,底层墙,05,67,,石,,,,,
DCQ-05-67-05,DCQ-05-67-05,底层墙,05,67,,石,,,,,
DCQ-05-67-06,DCQ-05-67-06,底层墙,05,67,,石,,,,,
DCQ-05-67-07,DCQ-05-67-07,底层墙,05,67,,石,,,,,
DCQ-05-67-08,DCQ-05-67-08,底层墙,05,67,,石,,,,,
DCQ-05-67-09,DCQ-05-67-09,底层墙,05,67,,石,,,,,
DCQ-01-68-01,DCQ-01-68-01,底层墙,01,68,,石,,,,,
DCQ-02-68-01,DCQ-02-68-01,底层墙,02,68,,石,,,,,
DCQ-02-68-02,DCQ-02-68-02,底层墙,02,68,,石,,,,,
DCQ-04-68-01,DCQ-04-68-01,底层墙,04,68,,石,,,,,
DCQ-01-31-01,DCQ-01-31-01,底层墙,01,31,,石,,,,,
DCQ-01-31-02,DCQ-01-31-02,底层墙,01,31,,石,,,,,
DCQ-02-31-01,DCQ-02-31-01,底层墙,02,31,,石,,,,,
DCQ-02-31-02,DCQ-02-31-02,底层墙,02,31,,石,,,,,
DCQ-03-31-01,DCQ-03-31-01,底层墙,03,31,,石,,,,,
DCQ-04-31-01,DCQ-04-31-01,底层墙,04,31,,石,,,,,
DCQ-01-32-01,DCQ-01-32-01,底层墙,01,32,,石,,,,,
DCQ-01-32-02,DCQ-01-32-02,底层墙,01,32,,石,,,,,
DCQ-01-32-03,DCQ-01-32-03,底层墙,01,32,,石,,,,,
DCQ-01-32-04,DCQ-01-32-04,底层墙,01,32,,石,,,,,
DCQ-02-32-01,DCQ-02-32-01,底层墙,02,32,,石,,,,,
DCQ-02-32-02,DCQ-02-32-02,底层墙,02,32,,石,,,,,
DCQ-02-32-03,DCQ-02-32-03,底层墙,02,32,,石,,,,,
DCQ-03-32-01,DCQ-03-32-01,底层墙,03,32,,石,,,,,
DCQ-04-32-01,DCQ-04-32-01,底层墙,04,32,,石,,,,,
DCQ-04-32-02,DCQ-04-32-02,底层墙,04,32,,石,,,,,
DCQ-04-32-03,DCQ-04-32-03,底层墙,04,32,,石,,,,,
DCQ-04-32-04,DCQ-04-32-04,底层墙,04,32,,石,,,,,
DCQ-05-32-01,DCQ-05-32-01,底层墙,05,32,,石,,,,,
DCQ-05-32-02,DCQ-05-32-02,底层墙,05,32,,石,,,,,
DCQ-05-32-03,DCQ-05-32-03,底层墙,05,32,,石,,,,,
DCQ-05-32-04,DCQ-05-32-04,底层墙,05,32,,石,,,,,
DCQ-05-32-05,DCQ-05-32-05,底层墙,05,32,,石,,,,,
DCQ-05-32-06,DCQ-05-32-06,底层墙,05,32,,石,,,,,
DCQ-05-32-07,DCQ-05-32-07,底层墙,05,32,,石,,,,,
DCQ-05-32-08,DCQ-05-32-08,底层墙,05,32,,石,,,,,
DCQ-05-32-09,DCQ-05-32-09,底层墙,05,32,,石,,,,,
DCQ-05-32-10,DCQ-05-32-10,底层墙,05,32,,石,,,,,
DCQ-05-32-11,DCQ-05-32-11,底层墙,05,32,,石,,,,,
DCQ-05-32-12,DCQ-05-32-12,底层墙,05,32,,石,,,,,
DCQ-05-32-13,DCQ-05-32-13,底层墙,05,32,,石,,,,,
DCQ-05-32-14,DCQ-05-32-14,底层墙,05,32,,石,,,,,
DCQ-05-32-15,DCQ-05-32-15,底层墙,05,32,,石,,,,,
DCQ-05-32-16,DCQ-05-32-16,底层墙,05,32,,石,,,,,
DCQ-05-32-17,DCQ-05-32-17,底层墙,05,32,,石,,,,,
DCQ-05-32-18,DCQ-05-32-18,底层墙,05,32,,石,,,,,
DCQ-01-33-01,DCQ-01-33-01,底层墙,01,33,,石,,,,,
DCQ-01-33-02,DCQ-01-33-02,底层墙,01,33,,石,,,,,
DCQ-02-33-01,DCQ-02-33-01,底层墙,02,33,,石,,,,,
DCQ-02-33-02,DCQ-02-33-02,底层墙,02,33,,石,,,,,
DCQ-03-33-01,DCQ-03-33-01,底层墙,03,33,,石,,,,,
DCQ-04-33-01,DCQ-04-33-01,底层墙,04,33,,石,,,,,
DCQ-04-71-01,DCQ-04-71-01,底层墙,04,71,,石,,,,,
DCQ-05-71-01,DCQ-05-71-01,底层墙,05,71,,石,,,,,
DCQ-05-71-02,DCQ-05-71-02,底层墙,05,71,,石,,,,,
DCQ-05-71-03,DCQ-05-71-03,底层墙,05,71,,石,,,,,
DCQ-05-71-04,DCQ-05-71-04,底层墙,05,71,,石,,,,,
DCQ-05-71-05,DCQ-05-71-05,底层墙,05,71,,石,,,,,
DCQ-05-71-06,DCQ-05-71-06,底层墙,05,71,,石,,,,,
DCQ-05-71-07,DCQ-05-71-07,底层墙,05,71,,石,,,,,
DCQ-05-71-08,DCQ-05-71-08,底层墙,05,71,,石,,,,,
DCQ-05-71-09,DCQ-05-71-09,底层墙,05,71,,石,,,,,
DCQ-01-72-01,DCQ-01-72-01,底层墙,01,72,,石,,,,,
DCQ-02-72-01,DCQ-02-72-01,底层墙,02,72,,石,,,,,
DCQ-02-72-02,DCQ-02-72-02,底层墙,02,72,,石,,,,,
DCQ-03-72-01,DCQ-03-72-01,底层墙,03,72,,石,,,,,
DCQ-04-72-01,DCQ-04-72-01,底层墙,04,72,,石,,,,,
DCQ-04-72-02,DCQ-04-72-02,底层墙,04,72,,石,,,,,
DCQ-01-73-01,DCQ-01-73-01,底层墙,01,73,,石,,,,,
DCQ-02-73-01,DCQ-02-73-01,底层墙,02,73,,石,,,,,
DCQ-02-73-02,DCQ-02-73-02,底层墙,02,73,,石,,,,,
DCQ-03-73-01,DCQ-03-73-01,底层墙,03,73,,石,,,,,
DCQ-04-73-01,DCQ-04-73-01,底层墙,04,73,,石,,,,,
DCQ-04-73-02,DCQ-04-73-02,底层墙,04,73,,石,,,,,
DCQ-04-73-03,DCQ-04-73-03,底层墙,04,73,,石,,,,,
DCQ-04-73-04,DCQ-04-73-04,底层墙,04,73,,石,,,,,
DCQ-04-73-05,DCQ-04-73-05,底层墙,04,73,,石,,,,,
DCQ-05-73-01,DCQ-05-73-01,底层墙,05,73,,石,,,,,
DCQ-05-73-02,DCQ-05-73-02,底层墙,05,73,,石,,,,,
DCQ-05-73-03,DCQ-05-73-03,底层墙,05,73,,石,,,,,
DCQ-05-73-04,DCQ-05-73-04,底层墙,05,73,,石,,,,,
DCQ-05-73-05,DCQ-05-73-05,底层墙,05,73,,石,,,,,
DCQ-05-73-06,DCQ-05-73-06,底层墙,05,73,,石,,,,,
DCQ-05-73-07,DCQ-05-73-07,底层墙,05,73,,石,,,,,
DCQ-05-73-08,DCQ-05-73-08,底层墙,05,73,,石,,,,,
DCQ-05-73-09,DCQ-05-73-09,底层墙,05,73,,石,,,,,
DCQ-01-74-01,DCQ-01-74-01,底层墙,01,74,,石,,,,,
DCQ-02-74-01,DCQ-02-74-01,底层墙,02,74,,石,,,,,
DCQ-02-74-02,DCQ-02-74-02,底层墙,02,74,,石,,,,,
DCQ-03-74-01,DCQ-03-74-01,底层墙,03,74,,石,,,,,
DCQ-04-74-01,DCQ-04-74-01,底层墙,04,74,,石,,,,,
DCQ-04-74-02,DCQ-04-74-02,底层墙,04,74,,石,,,,,
DCQ-04-74-03,DCQ-04-74-03,底层墙,04,74,,石,,,,,
DCQ-04-74-04,DCQ-04-74-04,底层墙,04,74,,石,,,,,
DCQ-05-74-01,DCQ-05-74-01,底层墙,05,74,,石,,,,,
DCQ-05-74-02,DCQ-05-74-02,底层墙,05,74,,石,,,,,
DCQ-05-74-03,DCQ-05-74-03,底层墙,05,74,,石,,,,,
DCQ-05-74-04,DCQ-05-74-04,底层墙,05,74,,石,,,,,
DCQ-05-74-05,DCQ-05-74-05,底层墙,05,74,,石,,,,,
DCQ-05-74-06,DCQ-05-74-06,底层墙,05,74,,石,,,,,
DCQ-05-74-07,DCQ-05-74-07,底层墙,05,74,,石,,,,,
DCQ-05-74-08,DCQ-05-74-08,底层墙,05,74,,石,,,,,
DCQ-05-74-09,DCQ-05-74-09,底层墙,05,74,,石,,,,,
DCQ-01-75-01,DCQ-01-75-01,底层墙,01,75,,石,,,,,
DCQ-02-75-01,DCQ-02-75-01,底层墙,02,75,,石,,,,,
DCQ-02-75-02,DCQ-02-75-02,底层墙,02,75,,石,,,,,
DCQ-03-75-01,DCQ-03-75-01,底层墙,03,75,,石,,,,,
DCQ-04-75-01,DCQ-04-75-01,底层墙,04,75,,石,,,,,
DCQ-04-75-02,DCQ-04-75-02,底层墙,04,75,,石,,,,,
DCQ-04-75-03,DCQ-04-75-03,底层墙,04,75,,石,,,,,
DCQ-04-75-04,DCQ-04-75-04,底层墙,04,75,,石,,,,,
DCQ-04-75-05,DCQ-04-75-05,底层墙,04,75,,石,,,,,
DCQ-04-75-06,DCQ-04-75-06,底层墙,04,75,,石,,,,,
DCQ-05-75-01,DCQ-05-75-01,底层墙,05,75,,石,,,,,
DCQ-05-75-02,DCQ-05-75-02,底层墙,05,75,,石,,,,,
DCQ-05-75-03,DCQ-05-75-03,底层墙,05,75,,石,,,,,
DCQ-05-75-04,DCQ-05-75-04,底层墙,05,75,,石,,,,,
DCQ-05-75-05,DCQ-05-75-05,底层墙,05,75,,石,,,,,
DCQ-05-75-06,DCQ-05-75-06,底层墙,05,75,,石,,,,,
DCQ-05-75-07,DCQ-05-75-07,底层墙,05,75,,石,,,,,
DCQ-05-75-08,DCQ-05-75-08,底层墙,05,75,,石,,,,,
DCQ-05-75-09,DCQ-05-75-09,底层墙,05,75,,石,,,,,
DCQ-01-76-01,DCQ-01-76-01,底层墙,01,76,,石,,,,,
DCQ-02-76-01,DCQ-02-76-01,底层墙,02,76,,石,,,,,
DCQ-02-76-02,DCQ-02-76-02,底层墙,02,76,,石,,,,,
DCQ-03-76-01,DCQ-03-76-01,底层墙,03,76,,石,,,,,
DCQ-04-76-01,DCQ-04-76-01,底层墙,04,76,,石,,,,,
DCQ-04-76-02,DCQ-04-76-02,底层墙,04,76,,石,,,,,
DCQ-04-76-03,DCQ-04-76-03,底层墙,04,76,,石,,,,,
DCQ-04-76-04,DCQ-04-76-04,底层墙,04,76,,石,,,,,
DCQ-05-76-01,DCQ-05-76-01,底层墙,05,76,,石,,,,,
DCQ-05-76-02,DCQ-05-76-02,底层墙,05,76,,石,,,,,
DCQ-05-76-03,DCQ-05-76-03,底层墙,05,76,,石,,,,,
DCQ-05-76-04,DCQ-05-76-04,底层墙,05,76,,石,,,,,
DCQ-05-76-05,DCQ-05-76-05,底层墙,05,76,,石,,,,,
DCQ-05-76-06,DCQ-05-76-06,底层墙,05,76,,石,,,,,
DCQ-05-76-07,DCQ-05-76-07,底层墙,05,76,,石,,,,,
DCQ-05-76-08,DCQ-05-76-08,底层墙,05,76,,石,,,,,
DCQ-05-76-09,DCQ-05-76-09,底层墙,05,76,,石,,,,,
DCQ-04-77-01,DCQ-04-77-01,底层墙,04,77,,石,,,,,
DCQ-04-77-02,DCQ-04-77-02,底层墙,04,77,,石,,,,,
DCQ-04-77-03,DCQ-04-77-03,底层墙,04,77,,石,,,,,
DCQ-04-77-04,DCQ-04-77-04,底层墙,04,77,,石,,,,,
DCQ-04-77-05,DCQ-04-77-05,底层墙,04,77,,石,,,,,
DCQ-04-77-06,DCQ-04-77-06,底层墙,04,77,,石,,,,,
DCQ-04-77-07,DCQ-04-77-07,底层墙,04,77,,石,,,,,
DCQ-01-78-01,DCQ-01-78-01,底层墙,01,78,,石,,,,,
DCQ-02-78-01,DCQ-02-78-01,底层墙,02,78,,石,,,,,
DCQ-02-78-02,DCQ-02-78-02,底层墙,02,78,,石,,,,,
DCQ-04-78-01,DCQ-04-78-01,底层墙,04,78,,石,,,,,
DCQ-01-41-01,DCQ-01-41-01,底层墙,01,41,,石,,,,,
DCQ-01-41-02,DCQ-01-41-02,底层墙,01,41,,石,,,,,
DCQ-01-41-03,DCQ-01-41-03,底层墙,01,41,,石,,,,,
DCQ-02-41-01,DCQ-02-41-01,底层墙,02,41,,石,,,,,
DCQ-02-41-02,DCQ-02-41-02,底层墙,02,41,,石,,,,,
DCQ-03-41-01,DCQ-03-41-01,底层墙,03,41,,石,,,,,
DCQ-04-41-01,DCQ-04-41-01,底层墙,04,41,,石,,,,,
DCQ-04-41-02,DCQ-04-41-02,底层墙,04,41,,石,,,,,
DCQ-04-41-03,DCQ-04-41-03,底层墙,04,41,,石,,,,,
DCQ-04-41-04,DCQ-04-41-04,底层墙,04,41,,石,,,,,
DCQ-04-41-05,DCQ-04-41-05,底层墙,04,41,,石,,,,,
DCQ-04-41-06,DCQ-04-41-06,底层墙,04,41,,石,,,,,
DCQ-04-41-07,DCQ-04-41-07,底层墙,04,41,,石,,,,,
DCQ-04-41-08,DCQ-04-41-08,底层墙,04,41,,石,,,,,
DCQ-01-81-01,DCQ-01-81-01,底层墙,01,81,,石,,,,,
DCQ-01-81-02,DCQ-01-81-02,底层墙,01,81,,石,,,,,
DCQ-01-81-03,DCQ-01-81-03,底层墙,01,81,,石,,,,,
DCQ-02-81-01,DCQ-02-81-01,底层墙,02,81,,石,,,,,
DCQ-02-81-02,DCQ-02-81-02,底层墙,02,81,,石,,,,,
DCQ-03-81-01,DCQ-03-81-01,底层墙,03,81,,石,,,,,
DCQ-04-81-01,DCQ-04-81-01,底层墙,04,81,,石,,,,,
DCQ-04-81-02,DCQ-04-81-02,底层墙,04,81,,石,,,,,
DCQ-04-81-03,DCQ-04-81-03,底层墙,04,81,,石,,,,,
DCQ-04-81-04,DCQ-04-81-04,底层墙,04,81,,石,,,,,
DCQ-04-81-05,DCQ-04-81-05,底层墙,04,81,,石,,,,,
DCQ-04-81-06,DCQ-04-81-06,底层墙,04,81,,石,,,,,
DCQ-04-81-07,DCQ-04-81-07,底层墙,04,81,,石,,,,,
DCQ-01-82-01,DCQ-01-82-01,底层墙,01,82,,石,,,,,
DCQ-01-82-02,DCQ-01-82-02,底层墙,01,82,,石,,,,,
DCQ-01-82-03,DCQ-01-82-03,底层墙,01,82,,石,,,,,
DCQ-02-82-01,DCQ-02-82-01,底层墙,02,82,,石,,,,,
DCQ-02-82-02,DCQ-02-82-02,底层墙,02,82,,石,,,,,
DCQ-03-82-01,DCQ-03-82-01,底层墙,03,82,,石,,,,,
DCQ-04-82-01,DCQ-04-82-01,底层墙,04,82,,石,,,,,
DCQ-04-82-02,DCQ-04-82-02,底层墙,04,82,,石,,,,,
DCQ-04-82-03,DCQ-04-82-03,底层墙,04,82,,石,,,,,
DCQ-04-82-04,DCQ-04-82-04,底层墙,04,82,,石,,,,,
DCQ-04-82-05,DCQ-04-82-05,底层墙,04,82,,石,,,,,
DCQ-04-82-06,DCQ-04-82-06,底层墙,04,82,,石,,,,,
DCQ-05-82-01,DCQ-05-82-01,底层墙,05,82,,石,,,,,
DCQ-05-82-02,DCQ-05-82-02,底层墙,05,82,,石,,,,,
DCQ-05-82-03,DCQ-05-82-03,底层墙,05,82,,石,,,,,
DCQ-05-82-04,DCQ-05-82-04,底层墙,05,82,,石,,,,,
DCQ-05-82-05,DCQ-05-82-05,底层墙,05,82,,石,,,,,
DCQ-05-82-06,DCQ-05-82-06,底层墙,05,82,,石,,,,,
DCQ-05-82-07,DCQ-05-82-07,底层墙,05,82,,石,,,,,
DCQ-05-82-08,DCQ-05-82-08,底层墙,05,82,,石,,,,,
DCQ-05-82-09,DCQ-05-82-09,底层墙,05,82,,石,,,,,
DCQ-01-83-01,DCQ-01-83-01,底层墙,01,83,,石,,,,,
DCQ-01-83-02,DCQ-01-83-02,底层墙,01,83,,石,,,,,
DCQ-01-83-03,DCQ-01-83-03,底层墙,01,83,,石,,,,,
DCQ-02-83-01,DCQ-02-83-01,底层墙,02,83,,石,,,,,
DCQ-02-83-02,DCQ-02-83-02,底层墙,02,83,,石,,,,,
DCQ-03-83-01,DCQ-03-83-01,底层墙,03,83,,石,,,,,
DCQ-04-83-01,DCQ-04-83-01,底层墙,04,83,,石,,,,,
DCQ-04-83-02,DCQ-04-83-02,底层墙,04,83,,石,,,,,
DCQ-04-83-03,DCQ-04-83-03,底层墙,04,83,,石,,,,,
DCQ-04-83-04,DCQ-04-83-04,底层墙,04,83,,石,,,,,
DCQ-04-83-05,DCQ-04-83-05,底层墙,04,83,,石,,,,,
DCQ-05-83-01,DCQ-05-83-01,底层墙,05,83,,石,,,,,
DCQ-05-83-02,DCQ-05-83-02,底层墙,05,83,,石,,,,,
DCQ-05-83-03,DCQ-05-83-03,底层墙,05,83,,石,,,,,
DCQ-05-83-04,DCQ-05-83-04,底层墙,05,83,,石,,,,,
DCQ-05-83-05,DCQ-05-83-05,底层墙,05,83,,石,,,,,
DCQ-05-83-06,DCQ-05-83-06,底层墙,05,83,,石,,,,,
DCQ-05-83-07,DCQ-05-83-07,底层墙,05,83,,石,,,,,
DCQ-05-83-08,DCQ-05-83-08,底层墙,05,83,,石,,,,,
DCQ-05-83-09,DCQ-05-83-09,底层墙,05,83,,石,,,,,
DCQ-01-84-01,DCQ-01-84-01,底层墙,01,84,,石,,,,,
DCQ-01-84-02,DCQ-01-84-02,底层墙,01,84,,石,,,,,
DCQ-01-84-03,DCQ-01-84-03,底层墙,01,84,,石,,,,,
DCQ-02-84-01,DCQ-02-84-01,底层墙,02,84,,石,,,,,
DCQ-02-84-02,DCQ-02-84-02,底层墙,02,84,,石,,,,,
DCQ-03-84-01,DCQ-03-84-01,底层墙,03,84,,石,,,,,
DCQ-04-84-01,DCQ-04-84-01,底层墙,04,84,,石,,,,,
DCQ-04-84-02,DCQ-04-84-02,底层墙,04,84,,石,,,,,
DCQ-04-84-03,DCQ-04-84-03,底层墙,04,84,,石,,,,,
DCQ-04-84-04,DCQ-04-84-04,底层墙,04,84,,石,,,,,
DCQ-05-84-01,DCQ-05-84-01,底层墙,05,84,,石,,,,,
DCQ-05-84-02,DCQ-05-84-02,底层墙,05,84,,石,,,,,
DCQ-05-84-03,DCQ-05-84-03,底层墙,05,84,,石,,,,,
DCQ-05-84-04,DCQ-05-84-04,底层墙,05,84,,石,,,,,
DCQ-05-84-05,DCQ-05-84-05,底层墙,05,84,,石,,,,,
DCQ-05-84-06,DCQ-05-84-06,底层墙,05,84,,石,,,,,
DCQ-05-84-07,DCQ-05-84-07,底层墙,05,84,,石,,,,,
DCQ-05-84-08,DCQ-05-84-08,底层墙,05,84,,石,,,,,
DCQ-05-84-09,DCQ-05-84-09,底层墙,05,84,,石,,,,,
DCQ-04-85-01,DCQ-04-85-01,底层墙,04,85,,石,,,,,
DCQ-04-85-02,DCQ-04-85-02,底层墙,04,85,,石,,,,,
DCQ-05-85-01,DCQ-05-85-01,底层墙,05,85,,石,,,,,
DCQ-05-85-02,DCQ-05-85-02,底层墙,05,85,,石,,,,,
DCQ-05-85-03,DCQ-05-85-03,底层墙,05,85,,石,,,,,
DCQ-05-85-04,DCQ-05-85-04,底层墙,05,85,,石,,,,,
DCQ-05-85-05,DCQ-05-85-05,底层墙,05,85,,石,,,,,
DCQ-05-85-06,DCQ-05-85-06,底层墙,05,85,,石,,,,,
DCQ-05-85-07,DCQ-05-85-07,底层墙,05,85,,石,,,,,
DCQ-05-85-08,DCQ-05-85-08,底层墙,05,85,,石,,,,,
DCQ-05-85-09,DCQ-05-85-09,底层墙,05,85,,石,,,,,
DCQ-01-86-01,DCQ-01-86-01,底层墙,01,86,,石,,,,,
DCQ-02-86-01,DCQ-02-86-01,底层墙,02,86,,石,,,,,
DCQ-02-86-02,DCQ-02-86-02,底层墙,02,86,,石,,,,,
DCQ-04-86-01,DCQ-04-86-01,底层墙,04,86,,石,,,,,
DCQ-04-86-02,DCQ-04-86-02,底层墙,04,86,,石,,,,,
PTC-01-11-01,PTC-01-11-01,平台层,01,11,,石,,,,,
PTC-01-11-02,PTC-01-11-02,平台层,01,11,,石,,,,,
PTC-01-12-01,PTC-01-12-01,平台层,01,12,,石,,,,,
PTC-01-12-02,PTC-01-12-02,平台层,01,12,,石,,,,,
PTC-02-12-01,PTC-02-12-01,平台层,02,12,,石,,,,,
PTC-01-13-01,PTC-01-13-01,平台层,01,13,,石,,,,,
PTC-01-13-02,PTC-01-13-02,平台层,01,13,,石,,,,,
PTC-02-51-01,PTC-02-51-01,平台层,02,51,,石,,,,,
PTC-01-52-01,PTC-01-52-01,平台层,01,52,,石,,,,,
PTC-01-52-02,PTC-01-52-02,平台层,01,52,,石,,,,,
PTC-02-52-01,PTC-02-52-01,平台层,02,52,,石,,,,,
PTC-01-53-01,PTC-01-53-01,平台层,01,53,,石,,,,,
PTC-01-53-02,PTC-01-53-02,平台层,01,53,,石,,,,,
PTC-02-53-01,PTC-02-53-01,平台层,02,53,,石,,,,,
PTC-01-54-01,PTC-01-54-01,平台层,01,54,,石,,,,,
PTC-01-54-02,PTC-01-54-02,平台层,01,54,,石,,,,,
PTC-02-54-01,PTC-02-54-01,平台层,02,54,,石,,,,,
PTC-02-55-01,PTC-02-55-01,平台层,02,55,,石,,,,,
PTC-02-56-01,PTC-02-56-01,平台层,02,56,,石,,,,,
PTC-01-21-01,PTC-01-21-01,平台层,01,21,,石,,,,,
PTC-01-21-02,PTC-01-21-02,平台层,01,21,,石,,,,,
PTC-02-21-01,PTC-02-21-01,平台层,02,21,,石,,,,,
PTC-03-21-01,PTC-03-21-01,平台层,03,21,,石,,,,,
PTC-03-21-02,PTC-03-21-02,平台层,03,21,,石,,,,,
PTC-02-61-01,PTC-02-61-01,平台层,02,61,,石,,,,,
PTC-01-62-01,PTC-01-62-01,平台层,01,62,,石,,,,,
PTC-01-62-02,PTC-01-62-02,平台层,01,62,,石,,,,,
PTC-02-62-01,PTC-02-62-01,平台层,02,62,,石,,,,,
PTC-01-63-01,PTC-01-63-01,平台层,01,63,,石,,,,,
PTC-01-63-02,PTC-01-63-02,平台层,01,63,,石,,,,,
PTC-02-63-01,PTC-02-63-01,平台层,02,63,,石,,,,,
PTC-01-64-01,PTC-01-64-01,平台层,01,64,,石,,,,,
PTC-01-64-02,PTC-01-64-02,平台层,01,64,,石,,,,,
PTC-02-64-01,PTC-02-64-01,平台层,02,64,,石,,,,,
PTC-01-65-01,PTC-01-65-01,平台层,01,65,,石,,,,,
PTC-01-65-02,PTC-01-65-02,平台层,01,65,,石,,,,,
PTC-02-65-01,PTC-02-65-01,平台层,02,65,,石,,,,,
PTC-01-66-01,PTC-01-66-01,平台层,01,66,,石,,,,,
PTC-01-66-02,PTC-01-66-02,平台层,01,66,,石,,,,,
PTC-02-66-01,PTC-02-66-01,平台层,02,66,,石,,,,,
PTC-02-67-01,PTC-02-67-01,平台层,02,67,,石,,,,,
PTC-02-68-01,PTC-02-68-01,平台层,02,68,,石,,,,,
PTC-01-31-01,PTC-01-31-01,平台层,01,31,,石,,,,,
PTC-01-31-02,PTC-01-31-02,平台层,01,31,,石,,,,,
PTC-01-32-01,PTC-01-32-01,平台层,01,32,,石,,,,,
PTC-01-32-02,PTC-01-32-02,平台层,01,32,,石,,,,,
PTC-02-32-01,PTC-02-32-01,平台层,02,32,,石,,,,,
PTC-01-33-01,PTC-01-33-01,平台层,01,33,,石,,,,,
PTC-01-33-02,PTC-01-33-02,平台层,01,33,,石,,,,,
PTC-02-71-01,PTC-02-71-01,平台层,02,71,,石,,,,,
PTC-01-72-01,PTC-01-72-01,平台层,01,72,,石,,,,,
PTC-01-72-02,PTC-01-72-02,平台层,01,72,,石,,,,,
PTC-02-72-01,PTC-02-72-01,平台层,02,72,,石,,,,,
PTC-01-73-01,PTC-01-73-01,平台层,01,73,,石,,,,,
PTC-01-73-02,PTC-01-73-02,平台层,01,73,,石,,,,,
PTC-02-73-01,PTC-02-73-01,平台层,02,73,,石,,,,,
PTC-01-74-01,PTC-01-74-01,平台层,01,74,,石,,,,,
PTC-01-74-02,PTC-01-74-02,平台层,01,74,,石,,,,,
PTC-02-74-01,PTC-02-74-01,平台层,02,74,,石,,,,,
PTC-01-75-01,PTC-01-75-01,平台层,01,75,,石,,,,,
PTC-01-75-02,PTC-01-75-02,平台层,01,75,,石,,,,,
PTC-02-75-01,PTC-02-75-01,平台层,02,75,,石,,,,,
PTC-01-76-01,PTC-01-76-01,平台层,01,76,,石,,,,,
PTC-01-76-02,PTC-01-76-02,平台层,01,76,,石,,,,,
PTC-02-76-01,PTC-02-76-01,平台层,02,76,,石,,,,,
PTC-02-77-01,PTC-02-77-01,平台层,02,77,,石,,,,,
PTC-02-78-01,PTC-02-78-01,平台层,02,78,,石,,,,,
PTC-01-41-01,PTC-01-41-01,平台层,01,41,,石,,,,,
PTC-01-41-02,PTC-01-41-02,平台层,01,41,,石,,,,,
PTC-02-41-01,PTC-02-41-01,平台层,02,41,,石,,,,,
PTC-03-41-01,PTC-03-41-01,平台层,03,41,,石,,,,,
PTC-03-41-02,PTC-03-41-02,平台层,03,41,,石,,,,,
PTC-02-81-01,PTC-02-81-01,平台层,02,81,,石,,,,,
PTC-01-82-01,PTC-01-82-01,平台层,01,82,,石,,,,,
PTC-01-82-02,PTC-01-82-02,平台层,01,82,,石,,,,,
PTC-02-82-01,PTC-02-82-01,平台层,02,82,,石,,,,,
PTC-01-83-01,PTC-01-83-01,平台层,01,83,,石,,,,,
PTC-01-83-02,PTC-01-83-02,平台层,01,83,,石,,,,,
PTC-02-83-01,PTC-02-83-01,平台层,02,83,,石,,,,,
PTC-01-84-01,PTC-01-84-01,平台层,01,84,,石,,,,,
PTC-01-84-02,PTC-01-84-02,平台层,01,84,,石,,,,,
PTC-02-84-01,PTC-02-84-01,平台层,02,84,,石,,,,,
PTC-02-85-01,PTC-02-85-01,平台层,02,85,,石,,,,,
PTC-02-86-01,PTC-02-86-01,平台层,02,86,,石,,,,,
